statenum	stateid	year	pop	realgdp	rgdppc	cgdppc	origin
54	DMA	1978	74.24	325.05	4378.42	1770.41	0
54	DMA	1979	74.92	278.21	3713.31	1626.36	0
54	DMA	1980	75.31	294.40	3909.11	1868.20	0
54	DMA	1981	75.37	332.15	4406.76	2303.41	0
54	DMA	1982	75.17	352.02	4683.20	2597.26	0
54	DMA	1983	74.75	363.44	4862.24	2803.18	0
54	DMA	1984	74.21	379.15	5109.00	3056.05	0
54	DMA	1985	73.64	368.79	5008.16	3086.43	0
54	DMA	1986	73.02	399.93	5476.87	3449.94	0
54	DMA	1987	72.36	432.27	5973.41	3871.90	0
54	DMA	1988	71.74	447.13	6232.61	4178.72	0
54	DMA	1989	71.24	439.41	6168.02	4291.52	0
54	DMA	1990	70.93	465.39	6561.62	4741.56	0
54	DMA	1991	70.84	455.73	6433.10	4813.50	0
54	DMA	1992	70.96	494.73	6971.78	5340.24	0
54	DMA	1993	71.18	492.62	6920.62	5418.16	0
54	DMA	1994	71.35	484.82	6794.90	5431.84	0
54	DMA	1995	71.36	506.38	7095.73	5790.54	0
54	DMA	1996	71.18	548.39	7703.87	6406.46	0
54	DMA	1997	70.85	549.69	7758.90	6566.20	0
54	DMA	1998	70.42	506.87	7197.98	6160.32	0
54	DMA	1999	70.00	574.98	8213.61	7132.87	0
54	DMA	2000	69.67	671.14	9632.87	8546.57	0
54	DMA	2001	69.45	573.74	8261.56	7495.46	0
54	DMA	2002	69.30	556.80	8034.58	7407.56	0
54	DMA	2003	69.20	571.09	8252.74	7768.72	0
54	DMA	2004	69.09	570.90	8263.55	7997.96	0
54	DMA	2005	68.92	617.58	8960.12	8960.12	0
54	DMA	2006	68.70	639.20	9304.27	9604.89	0
54	DMA	2007	68.43	669.16	9778.21	10387.10	0
54	DMA	2008	68.16	656.83	9636.71	10463.73	0
54	DMA	2009	67.92	732.11	10778.73	11805.84	0
54	DMA	2010	67.76	755.74	11153.75	12379.89	0
54	DMA	2011	67.67	753.04	11127.24	12613.72	0
55	GRN	1974	93.11	160.77	1726.72	529.93	0
55	GRN	1975	92.41	189.26	2048.07	687.97	0
55	GRN	1976	91.39	206.13	2255.62	801.17	0
55	GRN	1977	90.13	221.49	2457.36	928.46	0
55	GRN	1978	89.01	233.32	2621.30	1059.92	0
55	GRN	1979	88.51	220.65	2492.98	1091.88	0
55	GRN	1980	88.94	214.33	2409.92	1151.73	0
55	GRN	1981	90.50	194.57	2149.90	1123.75	0
55	GRN	1982	93.02	208.54	2242.04	1243.42	0
55	GRN	1983	95.90	221.02	2304.64	1328.67	0
55	GRN	1984	98.36	245.42	2495.18	1492.54	0
55	GRN	1985	99.82	247.97	2484.10	1530.90	0
55	GRN	1986	100.06	248.20	2480.42	1562.44	0
55	GRN	1987	99.30	296.94	2990.45	1938.38	0
55	GRN	1988	97.98	298.94	3051.14	2045.67	0
55	GRN	1989	96.78	328.73	3396.48	2363.17	0
55	GRN	1990	96.20	350.72	3645.73	2634.48	0
55	GRN	1991	96.37	360.13	3736.98	2796.16	0
55	GRN	1992	97.11	418.25	4306.82	3298.94	0
55	GRN	1993	98.21	381.13	3880.64	3038.15	0
55	GRN	1994	99.31	425.52	4284.61	3425.11	0
55	GRN	1995	100.16	441.19	4404.69	3594.49	0
55	GRN	1996	100.71	566.81	5628.31	4680.45	0
55	GRN	1997	101.04	548.91	5432.69	4597.58	0
55	GRN	1998	101.22	518.60	5123.54	4384.93	0
55	GRN	1999	101.35	627.08	6187.04	5372.95	0
55	GRN	2000	101.52	760.49	7490.89	6646.14	0
55	GRN	2001	101.73	621.54	6109.60	5543.06	0
55	GRN	2002	101.95	645.56	6331.88	5837.74	0
55	GRN	2003	102.19	544.13	5324.39	5012.12	0
55	GRN	2004	102.46	617.03	6022.45	5828.89	0
55	GRN	2005	102.73	649.84	6325.48	6325.48	0
55	GRN	2006	103.04	662.33	6428.09	6635.78	0
55	GRN	2007	103.37	674.29	6523.20	6929.39	0
55	GRN	2008	103.72	727.57	7014.54	7616.53	0
55	GRN	2009	104.10	753.70	7240.34	7930.27	0
55	GRN	2010	104.49	770.90	7377.96	8189.02	0
55	GRN	2011	104.89	769.34	7334.72	8314.56	0
56	SLU	1979	115.92	632.15	5453.58	2388.56	0
56	SLU	1980	117.69	501.81	4263.82	2037.72	0
56	SLU	1981	119.34	466.94	3912.77	2045.20	0
56	SLU	1982	120.90	489.98	4052.84	2247.66	0
56	SLU	1983	122.46	530.00	4327.81	2495.07	0
56	SLU	1984	124.17	513.42	4134.77	2473.30	0
56	SLU	1985	126.12	550.89	4368.16	2692.01	0
56	SLU	1986	128.34	611.63	4765.86	3002.06	0
56	SLU	1987	130.78	659.45	5042.61	3268.57	0
56	SLU	1988	133.32	675.08	5063.76	3395.05	0
56	SLU	1989	135.78	680.76	5013.82	3488.46	0
56	SLU	1990	138.04	727.51	5270.17	3808.33	0
56	SLU	1991	140.06	698.98	4990.73	3734.26	0
56	SLU	1992	141.86	726.53	5121.33	3922.83	0
56	SLU	1993	143.55	712.70	4964.77	3886.92	0
56	SLU	1994	145.26	677.24	4662.41	3727.13	0
56	SLU	1995	147.07	784.91	5337.12	4355.41	0
56	SLU	1996	149.02	969.41	6505.17	5409.63	0
56	SLU	1997	151.08	914.56	6053.51	5122.97	0
56	SLU	1998	153.17	880.25	5746.82	4918.36	0
56	SLU	1999	155.20	993.26	6399.71	5557.63	0
56	SLU	2000	157.11	1190.48	7577.49	6722.98	0
56	SLU	2001	158.86	973.23	6126.38	5558.28	0
56	SLU	2002	160.49	1013.42	6314.52	5821.73	0
56	SLU	2003	162.06	1063.06	6559.86	6175.12	0
56	SLU	2004	163.63	1191.42	7281.12	7047.10	0
56	SLU	2005	165.28	1301.31	7873.63	7873.63	0
56	SLU	2006	167.00	855.27	5121.32	5286.79	0
56	SLU	2007	168.79	1391.23	8242.24	8755.49	0
56	SLU	2008	170.62	1541.14	9032.36	9807.52	0
56	SLU	2009	172.46	1665.85	9659.48	10579.93	0
56	SLU	2010	174.27	1703.14	9773.17	10847.53	0
56	SLU	2011	176.04	1723.15	9788.20	11095.80	0
57	SVG	1979	99.54	299.30	3006.89	1316.96	0
57	SVG	1980	100.45	294.14	2928.18	1399.40	0
57	SVG	1981	101.32	309.23	3052.11	1595.34	0
57	SVG	1982	102.14	334.15	3271.63	1814.42	0
57	SVG	1983	102.92	347.31	3374.68	1945.57	0
57	SVG	1984	103.67	360.28	3475.28	2078.81	0
57	SVG	1985	104.40	368.61	3530.71	2175.91	0
57	SVG	1986	105.12	411.22	3911.80	2464.08	0
57	SVG	1987	105.82	431.97	4082.20	2646.04	0
57	SVG	1988	106.47	479.20	4500.97	3017.72	0
57	SVG	1989	107.02	467.47	4368.27	3039.31	0
57	SVG	1990	107.45	463.92	4317.60	3119.98	0
57	SVG	1991	107.76	533.42	4950.34	3704.04	0
57	SVG	1992	107.95	601.77	5574.56	4270.00	0
57	SVG	1993	108.05	565.13	5230.20	4094.72	0
57	SVG	1994	108.09	546.53	5056.29	4042.00	0
57	SVG	1995	108.09	559.96	5180.63	4227.70	0
57	SVG	1996	108.05	597.01	5525.35	4594.83	0
57	SVG	1997	107.98	583.63	5405.04	4574.18	0
57	SVG	1998	107.91	486.30	4506.69	3857.00	0
57	SVG	1999	107.87	573.95	5320.83	4620.71	0
57	SVG	2000	107.89	777.21	7203.65	6391.29	0
57	SVG	2001	107.99	640.23	5928.75	5378.97	0
57	SVG	2002	108.15	641.98	5936.04	5472.79	0
57	SVG	2003	108.35	602.13	5557.07	5231.15	0
57	SVG	2004	108.57	641.54	5909.18	5719.25	0
57	SVG	2005	108.76	709.01	6519.32	6519.32	0
57	SVG	2006	108.92	771.25	7080.99	7309.78	0
57	SVG	2007	109.06	732.97	6720.78	7139.29	0
57	SVG	2008	109.18	720.15	6596.11	7162.18	0
57	SVG	2009	109.27	771.25	7058.29	7730.88	0
57	SVG	2010	109.33	769.79	7040.82	7814.82	0
57	SVG	2011	109.37	719.22	6576.34	7454.88	0
58	AAB	1981	69.64	317.26	4555.71	2381.27	0
58	AAB	1982	68.80	361.34	5251.86	2912.63	0
58	AAB	1983	67.79	434.69	6412.06	3696.68	0
58	AAB	1984	66.70	411.47	6168.85	3690.02	0
58	AAB	1985	65.61	376.13	5732.41	3532.77	0
58	AAB	1986	64.54	409.04	6337.88	3992.29	0
58	AAB	1987	63.51	480.16	7560.39	4900.57	0
58	AAB	1988	62.67	538.43	8591.59	5760.32	0
58	AAB	1989	62.19	554.92	8922.73	6208.17	0
58	AAB	1990	62.20	595.66	9576.22	6919.97	0
58	AAB	1991	62.75	558.15	8894.31	6655.08	0
58	AAB	1992	63.80	581.89	9120.31	6985.97	0
58	AAB	1993	65.24	577.65	8854.47	6932.16	0
58	AAB	1994	66.89	652.17	9749.16	7793.48	0
58	AAB	1995	68.64	592.03	8624.87	7038.41	0
58	AAB	1996	70.45	668.44	9488.17	7890.26	0
58	AAB	1997	72.32	638.70	8831.40	7473.83	0
58	AAB	1998	74.19	402.97	5431.61	4648.59	0
58	AAB	1999	75.98	678.79	8933.25	7757.81	0
58	AAB	2000	77.66	882.95	11370.07	10087.87	0
58	AAB	2001	79.17	815.18	10297.21	9342.35	0
58	AAB	2002	80.51	848.95	10545.07	9722.13	0
58	AAB	2003	81.72	893.79	10937.73	10296.23	0
58	AAB	2004	82.84	738.90	8919.86	8633.18	0
58	AAB	2005	83.92	945.38	11265.81	11265.81	0
58	AAB	2006	84.95	951.83	11204.36	11566.37	0
58	AAB	2007	85.94	1076.35	12525.16	13305.10	0
58	AAB	2008	86.88	1050.03	12085.84	13123.05	0
58	AAB	2009	87.80	1116.48	12715.91	13927.61	0
58	AAB	2010	88.71	993.84	11203.20	12434.77	0
58	AAB	2011	89.61	968.99	10813.18	12257.71	0
60	SKN	1983	42.54	175.24	4119.64	2375.06	0
60	SKN	1984	42.30	196.67	4649.72	2781.32	0
60	SKN	1985	42.01	202.71	4824.70	2973.37	0
60	SKN	1986	41.67	251.46	6033.96	3800.85	0
60	SKN	1987	41.30	275.04	6660.30	4317.14	0
60	SKN	1988	40.95	262.33	6405.28	4294.49	0
60	SKN	1989	40.75	274.47	6736.37	4686.96	0
60	SKN	1990	40.73	293.77	7212.39	5211.82	0
60	SKN	1991	40.94	303.60	7415.45	5548.54	0
60	SKN	1992	41.35	311.09	7523.58	5762.91	0
60	SKN	1993	41.90	312.62	7461.18	5841.36	0
60	SKN	1994	42.51	343.37	8077.21	6456.92	0
60	SKN	1995	43.12	340.99	7907.68	6453.14	0
60	SKN	1996	43.71	402.31	9203.26	7653.34	0
60	SKN	1997	44.30	380.82	8595.93	7274.56	0
60	SKN	1998	44.89	351.25	7825.13	6697.06	0
60	SKN	1999	45.48	456.57	10039.23	8718.27	0
60	SKN	2000	46.08	584.76	12689.34	11258.37	0
60	SKN	2001	46.70	350.31	7502.01	6806.35	0
60	SKN	2002	47.31	367.66	7771.82	7165.30	0
60	SKN	2003	47.92	413.52	8628.83	8122.75	0
60	SKN	2004	48.54	470.76	9697.70	9386.01	0
60	SKN	2005	49.17	561.75	11424.04	11424.04	0
60	SKN	2006	49.81	479.37	9623.70	9934.64	0
60	SKN	2007	50.45	477.64	9466.63	10056.12	0
60	SKN	2008	51.10	485.38	9498.30	10313.44	0
60	SKN	2009	51.75	496.26	9589.17	10502.92	0
60	SKN	2010	52.40	513.37	9796.69	10873.64	0
60	SKN	2011	53.05	525.92	9913.41	11237.75	0
70	MEX	1950	27995.73	116871.52	4174.62	611.83	0
70	MEX	1951	28792.84	126880.12	4406.65	692.37	0
70	MEX	1952	29626.35	132094.56	4458.68	712.59	0
70	MEX	1953	30498.08	130294.10	4272.21	690.99	0
70	MEX	1954	31409.97	144695.42	4606.67	751.90	0
70	MEX	1955	32364.09	156668.52	4840.81	803.62	0
70	MEX	1956	33362.60	167443.91	5018.91	861.75	0
70	MEX	1957	34413.88	180191.67	5236.02	928.92	0
70	MEX	1958	35520.94	189143.58	5324.85	965.87	0
70	MEX	1959	36687.06	194060.70	5289.62	970.91	0
70	MEX	1960	37915.62	208623.53	5502.31	1024.09	0
70	MEX	1961	39151.73	214525.66	5479.34	1031.27	0
70	MEX	1962	40414.90	222777.39	5512.26	1051.63	0
70	MEX	1963	41705.13	242867.52	5823.45	1122.82	0
70	MEX	1964	43022.41	275758.97	6409.66	1255.01	0
70	MEX	1965	44366.73	290269.81	6542.51	1304.32	0
70	MEX	1966	45738.18	308300.19	6740.54	1381.95	0
70	MEX	1967	47170.86	324694.81	6883.38	1454.66	0
70	MEX	1968	48667.93	353352.94	7260.49	1599.56	0
70	MEX	1969	50232.70	367576.78	7317.48	1691.73	0
70	MEX	1970	51868.33	390913.09	7536.64	1834.27	0
70	MEX	1971	53441.94	408209.13	7638.37	1951.91	0
70	MEX	1972	55081.20	442195.69	8028.07	2140.04	0
70	MEX	1973	56771.63	477483.41	8410.60	2366.41	0
70	MEX	1974	58492.12	493218.06	8432.21	2587.85	0
70	MEX	1975	60224.60	520589.97	8644.14	2903.65	0
70	MEX	1976	61969.36	548769.75	8855.50	3145.39	0
70	MEX	1977	63723.36	569196.81	8932.31	3374.89	0
70	MEX	1978	65461.47	621936.50	9500.80	3841.65	0
70	MEX	1979	67152.56	681513.44	10148.73	4444.94	0
70	MEX	1980	68776.41	739501.31	10752.25	5138.61	0
70	MEX	1981	70318.39	792184.06	11265.67	5888.57	0
70	MEX	1982	71788.77	778447.56	10843.58	6013.74	0
70	MEX	1983	73223.34	727722.94	9938.40	5729.69	0
70	MEX	1984	74673.30	749426.00	10036.06	6003.27	0
70	MEX	1985	76175.15	760955.38	9989.55	6156.36	0
70	MEX	1986	77741.11	713978.56	9184.05	5785.13	0
70	MEX	1987	79358.78	722183.31	9100.23	5898.68	0
70	MEX	1988	81010.09	725525.31	8955.99	6004.63	0
70	MEX	1989	82666.46	748660.19	9056.40	6301.17	0
70	MEX	1990	84306.60	790908.63	9381.34	6779.14	0
70	MEX	1991	85923.80	821876.63	9565.18	7157.05	0
70	MEX	1992	87523.33	854834.94	9766.94	7481.28	0
70	MEX	1993	89109.70	873662.31	9804.35	7675.82	0
70	MEX	1994	90691.33	909362.69	10027.01	8015.59	0
70	MEX	1995	92272.75	820184.75	8888.70	7253.71	0
70	MEX	1996	93858.37	832747.69	8872.39	7378.19	0
70	MEX	1997	95441.35	891450.69	9340.30	7904.51	0
70	MEX	1998	97001.93	945256.63	9744.72	8339.92	0
70	MEX	1999	98513.69	969157.19	9837.79	8543.34	0
70	MEX	2000	99959.59	1075903.50	10763.38	9549.60	0
70	MEX	2001	101329.54	1092218.63	10778.88	9779.35	0
70	MEX	2002	102634.15	1092030.38	10640.03	9809.68	0
70	MEX	2003	103902.57	1112692.75	10709.00	10080.92	0
70	MEX	2004	105175.97	1169663.38	11121.01	10763.58	0
70	MEX	2005	106483.76	1270454.88	11930.97	11930.97	0
70	MEX	2006	107835.26	1306059.13	12111.61	12502.94	0
70	MEX	2007	109220.75	1346272.25	12326.16	13093.71	0
70	MEX	2008	110627.16	1348946.00	12193.62	13240.08	0
70	MEX	2009	112033.37	1295943.50	11567.48	12669.74	0
70	MEX	2010	113423.05	1347179.50	11877.48	13183.17	0
70	MEX	2011	114793.34	1378161.63	12005.59	13609.42	0
80	BLZ	1981	147.36	496.99	3372.69	1762.91	0
80	BLZ	1982	151.54	534.12	3524.70	1954.76	0
80	BLZ	1983	156.17	530.37	3396.11	1957.93	0
80	BLZ	1984	160.99	531.32	3300.29	1974.13	0
80	BLZ	1985	165.79	591.25	3566.23	2197.79	0
80	BLZ	1986	170.50	679.73	3986.59	2511.19	0
80	BLZ	1987	175.19	737.22	4208.08	2727.63	0
80	BLZ	1988	179.95	776.32	4314.01	2892.37	0
80	BLZ	1989	184.94	852.66	4610.60	3207.92	0
80	BLZ	1990	190.24	968.55	5091.19	3679.00	0
80	BLZ	1991	195.90	917.44	4683.35	3504.27	0
80	BLZ	1992	201.83	934.34	4629.29	3545.94	0
80	BLZ	1993	207.96	1032.74	4966.00	3887.88	0
80	BLZ	1994	214.15	1117.29	5217.27	4170.68	0
80	BLZ	1995	220.31	1198.63	5440.65	4439.89	0
80	BLZ	1996	226.40	1061.18	4687.14	3897.78	0
80	BLZ	1997	232.45	1073.19	4616.93	3907.22	0
80	BLZ	1998	238.46	1107.82	4645.80	3976.06	0
80	BLZ	1999	244.47	1176.59	4812.79	4179.53	0
80	BLZ	2000	250.51	1428.39	5701.88	5058.88	0
80	BLZ	2001	256.58	1421.17	5538.84	5025.23	0
80	BLZ	2002	262.67	1559.64	5937.69	5474.31	0
80	BLZ	2003	268.76	1689.90	6287.75	5918.97	0
80	BLZ	2004	274.86	1762.94	6414.09	6207.94	0
80	BLZ	2005	280.95	1917.55	6825.31	6825.31	0
80	BLZ	2006	287.03	1887.64	6576.35	6788.83	0
80	BLZ	2007	293.12	1846.39	6299.02	6691.26	0
80	BLZ	2008	299.24	1715.16	5731.79	6223.69	0
80	BLZ	2009	305.40	1828.51	5987.30	6557.83	0
80	BLZ	2010	311.63	1898.12	6091.01	6760.60	0
80	BLZ	2011	317.93	1864.83	5865.56	6649.14	0
90	GUA	1950	3072.46	6248.39	2033.68	298.06	0
90	GUA	1951	3172.64	6395.86	2015.94	316.74	0
90	GUA	1952	3276.11	6572.07	2006.06	320.61	0
90	GUA	1953	3383.17	6802.29	2010.63	325.20	0
90	GUA	1954	3493.97	6944.58	1987.59	324.41	0
90	GUA	1955	3608.57	6997.16	1939.04	321.90	0
90	GUA	1956	3727.09	7486.53	2008.68	344.89	0
90	GUA	1957	3849.67	7893.41	2050.42	363.76	0
90	GUA	1958	3976.54	8309.02	2089.51	379.02	0
90	GUA	1959	4107.95	8786.85	2138.98	392.61	0
90	GUA	1960	4242.61	9012.10	2124.19	395.35	0
90	GUA	1961	4379.20	9449.02	2157.71	406.10	0
90	GUA	1962	4519.09	9773.29	2162.67	412.59	0
90	GUA	1963	4663.45	10392.29	2228.46	429.67	0
90	GUA	1964	4812.22	10812.53	2246.89	439.94	0
90	GUA	1965	4911.05	11175.91	2275.67	453.68	0
90	GUA	1966	5011.56	11772.80	2349.13	481.62	0
90	GUA	1967	5114.48	12232.46	2391.73	505.44	0
90	GUA	1968	5220.73	13246.10	2537.21	558.97	0
90	GUA	1969	5330.72	14084.36	2642.11	610.83	0
90	GUA	1970	5447.69	14958.71	2745.88	668.29	0
90	GUA	1971	5597.74	15592.32	2785.47	711.80	0
90	GUA	1972	5752.39	16820.51	2924.09	779.48	0
90	GUA	1973	5910.20	17252.35	2919.08	821.31	0
90	GUA	1974	6069.25	17578.14	2896.26	888.86	0
90	GUA	1975	6228.22	18368.19	2949.19	990.66	0
90	GUA	1976	6386.40	19564.98	3063.54	1088.14	0
90	GUA	1977	6544.42	21308.19	3255.93	1230.19	0
90	GUA	1978	6703.95	22395.45	3340.63	1350.78	0
90	GUA	1979	6867.41	23608.25	3437.72	1505.65	0
90	GUA	1980	7036.48	24553.21	3489.41	1667.63	0
90	GUA	1981	7211.94	25099.35	3480.25	1819.13	0
90	GUA	1982	7393.13	24850.16	3361.25	1864.12	0
90	GUA	1983	7578.63	24555.65	3240.12	1867.99	0
90	GUA	1984	7766.29	24707.70	3181.40	1903.02	0
90	GUA	1985	7954.68	24340.77	3059.93	1885.77	0
90	GUA	1986	8143.36	25452.90	3125.60	1968.85	0
90	GUA	1987	8333.12	26023.33	3122.88	2024.22	0
90	GUA	1988	8525.21	25889.68	3036.84	2036.08	0
90	GUA	1989	8721.43	27578.33	3162.13	2200.12	0
90	GUA	1990	8923.13	28819.01	3229.70	2333.84	0
90	GUA	1991	9131.09	30226.33	3310.27	2476.87	0
90	GUA	1992	9345.13	30843.39	3300.48	2528.10	0
90	GUA	1993	9564.57	32503.68	3398.34	2660.56	0
90	GUA	1994	9788.28	33551.96	3427.77	2740.16	0
90	GUA	1995	10015.67	35390.98	3533.56	2883.60	0
90	GUA	1996	10246.43	35789.37	3492.86	2904.63	0
90	GUA	1997	10481.51	37115.17	3541.01	2996.69	0
90	GUA	1998	10723.15	38535.94	3593.71	3075.64	0
90	GUA	1999	10974.31	40295.21	3671.77	3188.64	0
90	GUA	2000	11237.10	42686.54	3798.71	3370.33	0
90	GUA	2001	11512.64	44203.76	3839.59	3483.54	0
90	GUA	2002	11800.35	44359.32	3759.15	3465.79	0
90	GUA	2003	12098.58	45202.04	3736.15	3517.02	0
90	GUA	2004	12404.76	45804.10	3692.46	3573.78	0
90	GUA	2005	12717.15	47278.40	3717.69	3717.69	0
90	GUA	2006	13034.90	48478.18	3719.11	3839.27	0
90	GUA	2007	13358.84	49658.27	3717.26	3948.73	0
90	GUA	2008	13690.85	52089.23	3804.68	4131.19	0
90	GUA	2009	14033.62	54466.66	3881.15	4250.99	0
90	GUA	2010	14388.93	56230.53	3907.90	4337.50	0
90	GUA	2011	14757.32	57774.82	3915.00	4438.00	0
91	HON	1950	1393.88	2773.83	1990.01	291.66	0
91	HON	1951	1435.50	2864.49	1995.47	313.53	0
91	HON	1952	1477.63	2877.41	1947.32	311.22	0
91	HON	1953	1521.22	3092.45	2032.88	328.80	0
91	HON	1954	1568.68	2884.09	1838.55	300.09	0
91	HON	1955	1618.59	2938.86	1815.69	301.42	0
91	HON	1956	1670.01	3319.30	1987.60	341.27	0
91	HON	1957	1723.92	3396.50	1970.22	349.54	0
91	HON	1958	1780.74	3537.39	1986.48	360.33	0
91	HON	1959	1839.14	3653.82	1986.70	364.66	0
91	HON	1960	1900.42	3640.45	1915.61	356.53	0
91	HON	1961	1965.71	3788.45	1927.27	362.73	0
91	HON	1962	2035.30	3979.74	1955.35	373.04	0
91	HON	1963	2109.08	4061.31	1925.63	371.28	0
91	HON	1964	2187.15	4327.36	1978.54	387.40	0
91	HON	1965	2268.03	4656.96	2053.31	409.35	0
91	HON	1966	2350.29	4816.47	2049.31	420.15	0
91	HON	1967	2435.05	5006.20	2055.89	434.47	0
91	HON	1968	2523.10	5418.76	2147.66	473.15	0
91	HON	1969	2614.84	5484.32	2097.38	484.89	0
91	HON	1970	2688.21	5640.11	2098.09	510.63	0
91	HON	1971	2763.12	5719.58	2069.97	528.96	0
91	HON	1972	2841.61	6098.52	2146.15	572.10	0
91	HON	1973	2924.12	6187.59	2116.05	595.37	0
91	HON	1974	3011.05	5836.23	1938.27	594.86	0
91	HON	1975	3102.65	6160.42	1985.54	666.96	0
91	HON	1976	3199.23	7174.98	2242.72	796.59	0
91	HON	1977	3300.74	8091.35	2451.38	926.20	0
91	HON	1978	3406.54	8726.94	2561.82	1035.87	0
91	HON	1979	3515.74	8909.50	2534.18	1109.92	0
91	HON	1980	3627.64	9047.56	2494.06	1191.94	0
91	HON	1981	3741.93	9231.46	2467.03	1289.52	0
91	HON	1982	3858.69	9527.31	2469.05	1369.31	0
91	HON	1983	3978.08	9309.67	2340.24	1349.20	0
91	HON	1984	4100.42	9696.54	2364.77	1414.53	0
91	HON	1985	4225.87	10026.85	2372.73	1462.27	0
91	HON	1986	4354.24	10800.18	2480.38	1562.42	0
91	HON	1987	4485.15	11336.43	2527.55	1638.33	0
91	HON	1988	4618.24	11887.97	2574.13	1725.85	0
91	HON	1989	4753.11	12171.37	2560.72	1781.67	0
91	HON	1990	4889.31	12751.23	2607.98	1884.58	0
91	HON	1991	5026.84	13195.75	2625.06	1964.17	0
91	HON	1992	5165.38	13534.66	2620.26	2007.07	0
91	HON	1993	5303.80	14298.09	2695.82	2110.56	0
91	HON	1994	5440.69	14427.75	2651.82	2119.87	0
91	HON	1995	5575.10	15785.29	2831.39	2310.58	0
91	HON	1996	5706.60	15034.83	2634.64	2190.94	0
91	HON	1997	5835.61	15378.08	2635.21	2230.13	0
91	HON	1998	5963.01	15730.40	2638.00	2257.70	0
91	HON	1999	6090.16	15071.65	2474.75	2149.12	0
91	HON	2000	6218.15	16478.76	2650.11	2351.25	0
91	HON	2001	6347.27	16736.53	2636.81	2392.30	0
91	HON	2002	6477.52	17108.33	2641.18	2435.07	0
91	HON	2003	6609.34	17790.69	2691.75	2533.88	0
91	HON	2004	6743.13	18483.14	2741.03	2652.94	0
91	HON	2005	6879.24	20153.47	2929.61	2929.61	0
91	HON	2006	7017.77	20575.23	2931.88	3026.61	0
91	HON	2007	7158.82	20832.33	2910.02	3091.23	0
91	HON	2008	7302.74	20219.15	2768.71	3006.32	0
91	HON	2009	7449.92	21642.55	2905.07	3181.89	0
91	HON	2010	7600.52	22116.33	2909.84	3229.72	0
91	HON	2011	7754.69	22596.20	2913.88	3303.14	0
92	SAL	1950	2011.07	757.67	376.75	55.22	0
92	SAL	1951	2062.86	760.87	368.84	57.95	0
92	SAL	1952	2117.92	818.48	386.46	61.76	0
92	SAL	1953	2176.25	880.08	404.40	65.41	0
92	SAL	1954	2237.86	888.23	396.91	64.78	0
92	SAL	1955	2302.74	933.69	405.47	67.31	0
92	SAL	1956	2370.91	989.71	417.44	71.67	0
92	SAL	1957	2442.35	1041.02	426.24	75.62	0
92	SAL	1958	2517.09	1078.35	428.41	77.71	0
92	SAL	1959	2595.11	1116.79	430.35	78.99	0
92	SAL	1960	2676.43	1126.35	420.84	78.33	0
92	SAL	1961	2762.74	1186.38	429.42	80.82	0
92	SAL	1962	2848.63	1329.38	466.67	89.03	0
92	SAL	1963	2940.29	1369.28	465.70	89.79	0
92	SAL	1964	3031.29	1463.95	482.95	94.56	0
92	SAL	1965	3128.72	1548.81	495.03	98.69	0
92	SAL	1966	3243.13	1646.70	507.75	104.10	0
92	SAL	1967	3351.70	1757.18	524.26	110.79	0
92	SAL	1968	3470.30	1863.68	537.04	118.31	0
92	SAL	1969	3596.63	1953.70	543.20	125.58	0
92	SAL	1970	3736.31	2013.16	538.81	131.14	0
92	SAL	1971	3836.88	2046.51	533.38	136.30	0
92	SAL	1972	3937.76	2159.24	548.34	146.17	0
92	SAL	1973	4037.93	2132.33	528.07	148.58	0
92	SAL	1974	4136.13	2123.31	513.36	157.55	0
92	SAL	1975	4231.36	2307.58	545.35	183.19	0
92	SAL	1976	4323.38	2445.07	565.54	200.88	0
92	SAL	1977	4412.24	2546.86	577.23	218.09	0
92	SAL	1978	4497.53	2739.06	609.01	246.25	0
92	SAL	1979	4578.92	2735.76	597.47	261.68	0
92	SAL	1980	4656.26	2549.39	547.52	261.66	0
92	SAL	1981	4729.47	2341.55	495.10	258.79	0
92	SAL	1982	4798.92	2326.46	484.79	268.86	0
