year,ccode,uds
1977,101,0.804942938
1978,101,0.930649429
1979,101,0.929102464
1980,101,0.824758855
1981,101,0.925205889
1982,101,0.9298233
1983,101,0.872354334
1984,101,0.866838046
1985,101,0.936688219
1986,101,0.867776632
1987,101,0.868782396
1988,101,0.900848879
1989,101,0.800134953
1990,101,0.821206319
1991,101,0.821333692
1992,101,0.679553221
1993,101,0.680511211
1994,101,0.680652263
1995,101,0.67946659
1996,101,0.718218849
1997,101,0.71524281
1998,101,0.672343549
1999,101,0.332453892
2000,101,0.515952241
2001,101,0.500234513
2002,101,0.202035067
2003,101,0.307318802
2004,101,0.251374264
2005,101,0.231569156
2006,101,0.237419049
2007,101,0.238947719
2008,101,0.306198978
1966,110,0.119825996
1967,110,0.344517688
1968,110,0.267312087
1969,110,0.26622525
1970,110,0.268333095
1971,110,0.265087153
1972,110,0.37331632
1973,110,0.129082833
1974,110,-0.267480982
1975,110,0.093098395
1976,110,0.133898369
1977,110,0.132533538
1978,110,0.086202615
1979,110,0.036153718
1980,110,-0.121118323
1981,110,-0.254978968
1982,110,-0.257172914
1983,110,-0.416597303
1984,110,-0.41408352
1985,110,-0.461831673
1986,110,-0.485181551
1987,110,-0.485452736
1988,110,-0.441006868
1989,110,-0.417714712
1990,110,-0.422311566
1991,110,-0.424411153
1992,110,0.229903576
1993,110,0.32476142
1994,110,0.323977933
1995,110,0.32357474
1996,110,0.323894399
1997,110,0.323485215
1998,110,0.319008618
1999,110,0.324316392
2000,110,0.389312089
2001,110,0.377845807
2002,110,0.379398324
2003,110,0.371711643
2004,110,0.374266305
2005,110,0.282126248
2006,110,0.271676318
2007,110,0.265789486
2008,110,0.27209364
1975,115,0.72606438
1976,115,0.726640542
1977,115,0.727000042
1978,115,0.731212601
1979,115,0.729414375
1980,115,-1.414143288
1981,115,-1.292491901
1982,115,-1.297202857
1983,115,-1.066724917
1984,115,-1.065860004
1985,115,-0.838938657
1986,115,-0.870231736
1987,115,-0.11450936
1988,115,0.40419253
1989,115,0.324251755
1990,115,-0.047665648
1991,115,0.356891906
1992,115,0.506651933
1993,115,0.504821395
1994,115,0.504907379
1995,115,0.504965175
1996,115,0.60227218
1997,115,0.595591678
1998,115,0.603925934
1999,115,0.602644986
2000,115,1.025854174
2001,115,0.932433251
2002,115,0.932590982
2003,115,0.93711643
2004,115,0.93739015
2005,115,0.797833206
2006,115,0.79392104
2007,115,0.799772702
2008,115,0.795891114
1946,130,-0.227368576
1947,130,-0.477890889
1948,130,0.301318475
1949,130,0.371459622
1950,130,0.379190036
1951,130,0.370269015
1952,130,0.369960644
1953,130,0.347262941
1954,130,0.346181273
1955,130,0.32692099
1956,130,0.367482237
1957,130,0.372031479
1958,130,0.374086448
1959,130,0.367917313
1960,130,0.367372216
1961,130,0.134319926
1962,130,0.171018795
1963,130,-0.385141328
1964,130,-0.697192391
1965,130,-0.627377886
1966,130,-0.436773968
1967,130,-0.440833496
1968,130,0.035147966
1969,130,0.075218903
1970,130,-0.367125036
1971,130,-0.563995105
1972,130,-0.709780639
1973,130,-0.699732596
1974,130,-0.710338613
1975,130,-0.706954739
1976,130,-0.496295871
1977,130,-0.496573491
1978,130,-0.459204704
1979,130,0.511751508
1980,130,0.556106627
1981,130,0.571014459
1982,130,0.567060662
1983,130,0.552827073
1984,130,0.539929025
1985,130,0.65103393
1986,130,0.688186379
1987,130,0.647494546
1988,130,0.789842449
1989,130,0.746582372
1990,130,0.7650802
1991,130,0.728577175
1992,130,0.723956097
1993,130,0.725425871
1994,130,0.725833147
1995,130,0.767873592
1996,130,0.727391934
1997,130,0.578416222
1998,130,0.721386786
1999,130,0.706376252
2000,130,0.239669998
2001,130,0.379239824
2002,130,0.499253357
2003,130,0.586500452
2004,130,0.355825054
2005,130,0.298622301
2006,130,0.354255428
2007,130,0.313226106
2008,130,0.45838838
1946,135,0.083845457
1947,135,0.085366769
1948,135,-0.487692239
1949,135,-0.905871326
1950,135,-0.572097204
1951,135,-0.539258946
1952,135,-0.534569582
1953,135,-0.531262294
1954,135,-0.533112001
1955,135,-0.358300156
1956,135,0.114874251
1957,135,0.195947826
1958,135,0.199904388
1959,135,0.198518567
1960,135,0.140048773
1961,135,0.234203854
1962,135,-0.489153139
1963,135,0.35377543
1964,135,0.423778037
1965,135,0.425988844
1966,135,0.426512478
1967,135,0.424638687
1968,135,-0.560672008
1969,135,-1.099865006
1970,135,-1.092325377
1971,135,-1.094328272
1972,135,-0.935999874
1973,135,-0.936735132
1974,135,-0.938206835
1975,135,-0.776937222
1976,135,-0.78188675
1977,135,-0.810669755
1978,135,-0.287023279
1979,135,-0.347334079
1980,135,0.427018507
1981,135,0.566247484
1982,135,0.567948466
1983,135,0.368571842
1984,135,0.362040952
1985,135,0.650594726
1986,135,0.642028719
1987,135,0.642278493
1988,135,0.334106162
1989,135,0.371598176
1990,135,0.308364343
1991,135,0.289312533
1992,135,-0.334244778
1993,135,-0.200335866
1994,135,-0.178748839
1995,135,0.070161953
1996,135,0.110214129
1997,135,0.073884638
1998,135,0.07067022
1999,135,0.065859421
2000,135,0.044662462
2001,135,0.807942898
2002,135,0.753390944
2003,135,0.755324238
2004,135,0.749417167
2005,135,0.753942935
2006,135,0.773093965
2007,135,0.77967945
2008,135,0.74788753
1946,140,0.469967814
1947,140,0.383114144
1948,140,0.357962103
1949,140,0.358764246
1950,140,0.374935128
1951,140,0.356876671
1952,140,0.355664807
1953,140,0.353518594
1954,140,0.35689275
1955,140,0.413929908
1956,140,0.404218379
1957,140,0.48896108
1958,140,0.532759732
1959,140,0.5289203
1960,140,0.470560408
1961,140,0.494013929
1962,140,0.492450689
1963,140,0.361678699
1964,140,-0.752316479
1965,140,-0.909178923
1966,140,-0.976043515
1967,140,-0.977190558
1968,140,-1.444236813
1969,140,-1.256260914
1970,140,-0.978868091
1971,140,-0.981880245
1972,140,-0.799034691
1973,140,-0.800940601
1974,140,-0.213584565
1975,140,-0.249506523
1976,140,-0.237205071
1977,140,-0.306232699
1978,140,-0.207717284
1979,140,-0.217926573
1980,140,-0.303424246
1981,140,-0.179760937
1982,140,-0.168108248
1983,140,-0.164116356
1984,140,-0.163309644
1985,140,0.365102718
1986,140,0.469213034
1987,140,0.474277502
1988,140,0.488473539
1989,140,0.765675551
1990,140,0.742097484
1991,140,0.740588538
1992,140,0.745149533
1993,140,0.700207399
1994,140,0.746944519
1995,140,0.743075937
1996,140,0.746864404
1997,140,0.70386359
1998,140,0.704690005
1999,140,0.672513998
2000,140,0.8105573
2001,140,0.71847621
2002,140,0.767855411
2003,140,0.716012321
2004,140,0.716368246
2005,140,0.833647015
2006,140,0.798985625
2007,140,0.804080991
2008,140,0.800236168
1946,145,-0.595440653
1947,145,-0.608733253
1948,145,-0.533904061
1949,145,-0.533375994
1950,145,-0.408353141
1951,145,-0.836957369
1952,145,-0.441805423
1953,145,-0.433490471
1954,145,-0.443109662
1955,145,-0.44503353
1956,145,0.001697458
1957,145,0.001745882
1958,145,-0.00146727
1959,145,0.001342239
1960,145,0.035363562
1961,145,-0.000438804
1962,145,-0.001115079
1963,145,0.027237059
1964,145,-0.441576209
1965,145,-0.763955793
1966,145,-0.380210806
1967,145,-0.38217208
1968,145,-0.380404463
1969,145,-0.7962119
1970,145,-0.835566357
1971,145,-1.09349791
1972,145,-0.712666086
1973,145,-0.715297855
1974,145,-0.857125652
1975,145,-0.850465015
1976,145,-0.779610334
1977,145,-0.806617803
1978,145,-0.573176153
1979,145,0.053735317
1980,145,-1.242691536
1981,145,-0.58964828
1982,145,0.506511937
1983,145,0.685444767
1984,145,0.687839931
1985,145,0.582335066
1986,145,0.742659864
1987,145,0.747299747
1988,145,0.623516043
1989,145,0.743599553
1990,145,0.769096291
1991,145,0.773766949
1992,145,0.769323508
1993,145,0.770972184
1994,145,0.76805717
1995,145,0.731784686
1996,145,0.771257842
1997,145,0.874624903
1998,145,0.871761263
1999,145,0.864484727
2000,145,0.715674231
2001,145,0.863282305
2002,145,0.800827826
2003,145,0.58458337
2004,145,0.617437818
2005,145,0.521447751
2006,145,0.628069819
2007,145,0.583514873
2008,145,0.555154245
1946,150,-1.279086642
1947,150,-0.595516822
1948,150,-0.724956033
1949,150,-0.722863936
1950,150,-0.642872213
1951,150,-0.724572612
1952,150,-0.720285367
1953,150,-0.724123777
1954,150,-1.252407193
1955,150,-0.975970069
1956,150,-1.258194151
1957,150,-1.254586498
1958,150,-1.11290659
1959,150,-1.123753914
1960,150,-0.985615769
1961,150,-1.123716429
1962,150,-1.12137246
1963,150,-0.982602755
1964,150,-0.977823598
1965,150,-0.805517625
1966,150,-0.982254015
1967,150,-0.860692203
1968,150,-0.627786594
1969,150,-0.626021534
1970,150,-0.619510645
1971,150,-0.627981892
1972,150,-0.524578695
1973,150,-0.523729232
1974,150,-0.520347139
1975,150,-0.528760909
1976,150,-0.580130276
1977,150,-0.621170206
1978,150,-0.731265328
1979,150,-0.726410381
1980,150,-0.728438394
1981,150,-0.73085893
1982,150,-0.725017374
1983,150,-0.830599307
1984,150,-0.832804661
1985,150,-0.778696452
1986,150,-0.918905544
1987,150,-0.927361838
1988,150,-0.853297669
1989,150,0.164321436
1990,150,0.169700547
1991,150,0.188422678
1992,150,0.246813413
1993,150,0.333879583
1994,150,0.319605384
1995,150,0.31762469
1996,150,0.316255711
1997,150,0.318196535
1998,150,0.353205763
1999,150,0.165290839
2000,150,0.412234218
2001,150,0.326043071
2002,150,0.328407056
2003,150,0.397582003
2004,150,0.39679681
2005,150,0.39740544
2006,150,0.358173904
2007,150,0.357599094
2008,150,0.55206342
1946,155,0.154751951
1947,155,0.156467959
1948,155,0.160722982
1949,155,0.159076812
1950,155,0.212439693
1951,155,0.157192328
1952,155,0.223984279
1953,155,0.295762366
1954,155,0.293230345
1955,155,0.372498191
1956,155,0.43635033
1957,155,0.35714915
1958,155,0.408807994
1959,155,0.493396434
1960,155,0.512815197
1961,155,0.492306609
1962,155,0.490154384
1963,155,0.490803424
1964,155,0.530824584
1965,155,0.619215618
1966,155,0.531198412
1967,155,0.525734725
1968,155,0.52828833
1969,155,0.53520674
1970,155,0.730093734
1971,155,0.727384767
1972,155,0.805441913
1973,155,-0.462151857
1974,155,-0.938150877
1975,155,-0.934868925
1976,155,-0.932687997
1977,155,-0.953622047
1978,155,-0.952663654
1979,155,-0.858448769
1980,155,-1.177105762
1981,155,-0.951910631
1982,155,-0.947019183
1983,155,-0.660269669
1984,155,-0.660178602
1985,155,-0.617245897
1986,155,-0.664599946
1987,155,-0.660005325
1988,155,-0.508817596
1989,155,0.016048385
1990,155,0.666092626
1991,155,0.672707709
1992,155,0.671867942
1993,155,0.674224539
1994,155,0.670330982
1995,155,0.667910018
1996,155,0.672613824
1997,155,0.669550177
1998,155,0.633668897
1999,155,0.656090154
2000,155,0.763840908
2001,155,0.700789666
2002,155,0.751109757
2003,155,0.822970199
2004,155,0.822599979
2005,155,0.823818057
2006,155,1.186493026
2007,155,1.185420201
2008,155,1.17739983
1946,160,-0.004973555
1947,160,-0.029031136
1948,160,-0.019138354
1949,160,-0.037907181
1950,160,-0.108522824
1951,160,-0.216725022
1952,160,-0.222675548
1953,160,-0.186463535
1954,160,-0.219521586
1955,160,-0.53136875
1956,160,-0.76103104
1957,160,-0.68939389
1958,160,0.184123795
1959,160,0.186797042
1960,160,0.085056404
1961,160,0.186685543
1962,160,-0.385406262
1963,160,0.208350464
1964,160,0.210301997
1965,160,0.176802103
1966,160,-1.443268887
1967,160,-1.444469008
1968,160,-1.448760789
1969,160,-1.444147348
1970,160,-1.443555034
1971,160,-1.253912948
1972,160,-0.919735656
1973,160,0.499295235
1974,160,0.454964459
1975,160,0.27481494
1976,160,-1.059153833
1977,160,-1.148999442
1978,160,-1.062186799
1979,160,-1.163814355
1980,160,-1.340478713
1981,160,-0.747204582
1982,160,-0.520690467
1983,160,0.51108544
1984,160,0.837401566
1985,160,0.914792024
1986,160,0.912394007
1987,160,0.90746478
1988,160,0.940516964
1989,160,0.846532537
1990,160,0.805707319
1991,160,0.799638413
1992,160,0.757018559
1993,160,0.751094062
1994,160,0.757304995
1995,160,0.754725905
1996,160,0.750210256
1997,160,0.751056229
1998,160,0.712191306
1999,160,0.787847204
2000,160,0.977123675
2001,160,0.619699123
2002,160,0.747563195
2003,160,1.005951048
2004,160,1.008374381
2005,160,1.007443451
2006,160,0.994885223
2007,160,0.768833068
2008,160,0.743421403
1946,165,0.385902301
1947,165,0.38120857
1948,165,0.438046889
1949,165,0.440740804
1950,165,0.592031303
1951,165,0.494939603
1952,165,0.711883499
1953,165,0.713404479
1954,165,0.709586338
1955,165,0.787038405
1956,165,0.711977017
1957,165,0.715917443
1958,165,0.786357735
1959,165,0.783671641
1960,165,0.866830237
1961,165,0.92989332
1962,165,1.002344858
1963,165,0.934833243
1964,165,0.930420088
1965,165,0.844525458
1966,165,0.849365343
1967,165,0.932332745
1968,165,0.78095231
1969,165,0.930448179
1970,165,0.934773581
1971,165,0.929153965
1972,165,0.563574061
1973,165,-0.893347346
1974,165,-0.897661067
1975,165,-0.890517312
1976,165,-1.045111387
1977,165,-1.060047079
1978,165,-0.886288491
1979,165,-0.878919908
1980,165,-0.859965914
1981,165,-0.628666448
1982,165,-0.419986882
1983,165,-0.416745564
1984,165,-0.145335025
1985,165,0.913237921
1986,165,1.080885578
1987,165,1.079994118
1988,165,1.095357152
1989,165,1.450110581
1990,165,1.46007832
1991,165,1.458043948
1992,165,1.452585694
1993,165,1.319457382
1994,165,1.319128613
1995,165,1.316292816
1996,165,1.453116813
1997,165,1.452745134
1998,165,1.450792185
1999,165,1.286453237
2000,165,1.12853111
2001,165,1.574272553
2002,165,1.567377391
2003,165,1.570493764
2004,165,1.573559862
2005,165,1.57316697
2006,165,1.555787199
2007,165,1.561763802
2008,165,1.567729046
1946,200,1.100455676
1947,200,1.108229273
1948,200,1.060948492
1949,200,1.061421016
1950,200,1.316895689
1951,200,1.165105311
1952,200,1.159682956
1953,200,1.153025207
1954,200,1.159946234
1955,200,1.196402142
1956,200,1.163734731
1957,200,1.164247257
1958,200,1.164327209
1959,200,1.161985368
1960,200,1.193822957
1961,200,1.403745299
1962,200,1.154997425
1963,200,1.163655582
1964,200,1.412103279
1965,200,1.193255256
1966,200,1.165243838
1967,200,1.163652926
1968,200,1.16629592
1969,200,1.158986002
1970,200,1.162348157
1971,200,1.168773983
1972,200,1.145054562
1973,200,1.311502789
1974,200,1.235924412
1975,200,1.433718915
1976,200,1.423941801
1977,200,1.425217664
1978,200,1.419298469
1979,200,1.671882672
1980,200,1.439357472
1981,200,1.670092035
1982,200,1.422312183
1983,200,1.56429281
1984,200,1.563604931
1985,200,1.575073467
1986,200,1.571016553
1987,200,1.565756959
1988,200,1.564725045
1989,200,1.563819835
1990,200,1.275484075
1991,200,1.275305182
1992,200,1.285832856
1993,200,1.282189263
1994,200,1.283523111
1995,200,1.289533303
1996,200,1.283291755
1997,200,1.279675556
1998,200,1.289928916
1999,200,1.279111559
2000,200,1.311976411
2001,200,1.16543411
2002,200,1.400708265
2003,200,1.404051112
2004,200,1.400856108
2005,200,1.400808805
2006,200,1.40202655
2007,200,1.401604104
2008,200,1.399187419
1946,205,0.760890526
1947,205,0.761202474
1948,205,0.852702526
1949,205,0.852364225
1950,205,0.9061224
1951,205,0.785859895
1952,205,1.058684794
1953,205,1.064377695
1954,205,1.155895282
1955,205,1.192896843
1956,205,1.165045126
1957,205,1.059872518
1958,205,1.059958784
1959,205,1.062429266
1960,205,1.106034264
1961,205,1.068546514
1962,205,1.063832455
1963,205,1.066195384
1964,205,1.284238568
1965,205,1.103172893
1966,205,1.061646659
1967,205,1.281024431
1968,205,1.408063958
1969,205,1.284176867
1970,205,1.284206201
1971,205,1.07004331
1972,205,1.392068946
1973,205,1.212760736
1974,205,1.29837432
1975,205,1.211271701
1976,205,1.408411948
1977,205,1.415129437
1978,205,1.414284727
1979,205,1.518071552
1980,205,1.426640112
1981,205,1.513241283
1982,205,1.309901072
1983,205,1.394936335
1984,205,1.401835569
1985,205,1.417973277
1986,205,1.399993482
1987,205,1.572569718
1988,205,1.402794458
1989,205,1.403262228
1990,205,1.399033487
1991,205,1.401511556
1992,205,2.006269834
1993,205,1.168283693
1994,205,1.171832873
1995,205,1.559699126
1996,205,1.402037921
1997,205,1.398689893
1998,205,1.998773662
1999,205,1.40611437
2000,205,1.423531558
2001,205,1.561551122
2002,205,1.565078629
2003,205,1.565901645
2004,205,2.016760361
2005,205,1.567608562
2006,205,1.569911042
2007,205,1.411300088
2008,205,1.402584875
1946,210,1.428545701
1947,210,1.428378032
1948,210,1.301612949
1949,210,1.299694838
1950,210,1.317816902
1951,210,1.300385193
1952,210,1.534468334
1953,210,1.532457596
1954,210,1.528382014
1955,210,1.539611309
1956,210,1.533426756
1957,210,1.531219321
1958,210,1.52593866
1959,210,1.534195038
1960,210,1.547809755
1961,210,1.527026203
1962,210,1.535655236
1963,210,1.529786358
1964,210,2.057312642
1965,210,1.539535952
1966,210,1.525771522
1967,210,1.531604347
1968,210,2.047547481
1969,210,2.044202795
1970,210,2.048488934
1971,210,1.576531583
1972,210,2.093290522
1973,210,2.083171276
1974,210,2.097700448
1975,210,2.103549372
1976,210,2.095708213
1977,210,1.633826602
1978,210,2.096688211
1979,210,2.099874136
1980,210,2.094342542
1981,210,2.097690559
1982,210,2.104376139
1983,210,2.013103456
1984,210,2.018400361
1985,210,2.018114681
1986,210,2.026564253
1987,210,2.014272525
1988,210,2.005512648
1989,210,2.012314491
1990,210,2.00952155
1991,210,2.002970852
1992,210,2.02156219
1993,210,2.017972423
1994,210,2.004103619
1995,210,1.995981951
1996,210,2.011535397
1997,210,2.003539417
1998,210,2.003335727
1999,210,2.00321234
2000,210,2.007526447
2001,210,2.017034465
2002,210,2.02169991
2003,210,1.997804317
2004,210,2.016356947
2005,210,2.01081759
2006,210,2.010654917
2007,210,2.010794862
2008,210,2.011011777
1946,211,0.977855012
1947,211,0.982941261
1948,211,0.972255149
1949,211,1.298520934
1950,211,1.191146655
1951,211,1.164826901
1952,211,1.163679255
1953,211,1.162782253
1954,211,1.301552969
1955,211,1.595206039
1956,211,1.303959654
1957,211,1.304427615
1958,211,1.294789191
1959,211,1.305010326
1960,211,1.328674305
1961,211,1.295721774
1962,211,1.303009161
1963,211,1.587854584
1964,211,1.587809783
1965,211,1.546321616
1966,211,1.532493532
1967,211,1.533336898
1968,211,2.03828892
1969,211,2.045176537
1970,211,2.04911982
1971,211,2.046035421
1972,211,2.107219977
1973,211,2.11674285
1974,211,2.109149758
1975,211,2.105452108
1976,211,2.103554209
1977,211,2.103470826
1978,211,2.101823839
1979,211,2.10207637
1980,211,1.631464465
1981,211,2.09701348
1982,211,2.102294092
1983,211,2.010815436
1984,211,2.002012733
1985,211,2.013883364
1986,211,2.01907574
1987,211,2.007124301
1988,211,2.019737699
1989,211,2.007412604
1990,211,2.014354587
1991,211,2.006961744
1992,211,2.002365244
1993,211,2.008680964
