"country","year","cowcode","mean","sd","median","pct025","pct975"
"United States","1946",2,0.982955506395057,0.304455613909481,0.968103986397281,0.435556551716254,1.6142475220402
"United States","1947",2,0.975287385600033,0.303953998593431,0.958750875405407,0.423879596462873,1.61939399032857
"United States","1948",2,0.954316941326945,0.261155695714702,0.942540081253914,0.470385971866346,1.49495681075549
"United States","1949",2,0.951197701344996,0.260657869730304,0.943711166042962,0.471061907622418,1.4880673676735
"United States","1950",2,1.01437529766605,0.247613447575567,1.00678941979162,0.557381253696341,1.52006708087182
"United States","1951",2,0.951975178265692,0.264380029842799,0.940122429048084,0.465802598337434,1.495906713352
"United States","1952",2,0.952961228826013,0.263959737859828,0.944578827313247,0.4651763564522,1.49548331447984
"United States","1953",2,0.949925277885476,0.262310800229174,0.944107111414972,0.468731363235078,1.4883794793328
"United States","1954",2,0.948407286645428,0.260468504190614,0.935722191123262,0.466047077547325,1.49709946580629
"United States","1955",2,1.01185431814641,0.245443425675258,0.999950149511298,0.564202756365123,1.53156714896934
"United States","1956",2,0.955967550676975,0.262064317477458,0.945585018745431,0.470505125207898,1.48929061420881
"United States","1957",2,0.9486421093732,0.260821517285026,0.940177264821693,0.466294735164289,1.48924840323548
"United States","1958",2,0.951933837332577,0.260691972075258,0.940832774905988,0.473367967164971,1.48635175301444
"United States","1959",2,0.948916604532776,0.259010319250791,0.937454287088134,0.470767780662451,1.48341351776099
"United States","1960",2,1.01544500852319,0.24646843006428,1.00554068421231,0.561459775634463,1.52428966275036
"United States","1961",2,0.952775786934272,0.264635721893995,0.942539601170713,0.465143120455854,1.49122811026241
"United States","1962",2,1.21328733633127,0.287406709459615,1.20390328376872,0.679830687280685,1.804101795093
"United States","1963",2,0.954916577938306,0.262675439113937,0.945714488612723,0.464852387333294,1.4897894816176
"United States","1964",2,0.845092440246464,0.250772187210557,0.832649617956187,0.388510216056671,1.36513171112582
"United States","1965",2,1.13623376590529,0.262485317796701,1.12314308984746,0.665245492157933,1.68199075902944
"United States","1966",2,0.855531317623158,0.250873987450736,0.843982503266774,0.388503991209721,1.38126322281078
"United States","1967",2,1.08945667704001,0.277175568625362,1.07649506181144,0.576310932718378,1.65819473076419
"United States","1968",2,1.34722286418779,0.299627986162307,1.33706577141623,0.781968454479498,1.95268299656821
"United States","1969",2,1.34695968626198,0.301183728710034,1.33774636446854,0.78242981400022,1.95463499631996
"United States","1970",2,1.05825134856727,0.272780003150306,1.04840380502063,0.556072203616991,1.61364891393612
"United States","1971",2,1.05542329225248,0.273633943053217,1.0452555550068,0.54548790189022,1.61157827397961
"United States","1972",2,1.05238093243282,0.236364436455654,1.04822081645792,0.600439735633123,1.52992957851629
"United States","1973",2,1.26091081802671,0.256198938405569,1.25596727621251,0.786115868315692,1.79296304242502
"United States","1974",2,1.2575290030418,0.250720255055969,1.25007919146972,0.778791581047388,1.76950247721406
"United States","1975",2,1.2606956427139,0.25662415565274,1.25606012894133,0.779009231349629,1.78716012904378
"United States","1976",2,1.36339428784302,0.263420656159493,1.35674051612755,0.865537804282534,1.89999735141125
"United States","1977",2,1.36152620041596,0.266192786252682,1.35054695339177,0.866386594664298,1.90892586155244
